job_type,model,dataset_size,batch_size,epochs,worker_cpu,worker_gpu,worker_mem,runtime
preprocessing,k-means,5893,16,2,8,3,32768,2.085745023
preprocessing,efficientnet,16303,16,5,32,2,16384,8.218070518
training,support_vector_machine (svm),54946,128,2,4,3,16384,5.405099108
training,gpt2,25520,64,5,16,1,32768,32.37189001
inference,k-means,38278,16,3,16,3,32768,63.41210612
training,k-nearest_neighbors (k-nn),191940,16,2,8,1,32768,1248.017044
preprocessing,bert-large,92306,16,1,8,2,65536,56.22406629
feature_extraction,vgg19,2330,16,1,8,2,16384,9.399740491
preprocessing,vgg16,7403,16,2,32,3,16384,2.800263999
training,xgboost,129764,128,2,32,2,16384,9.601232567
evaluation,linear_regression,9479,32,5,32,1,16384,7.747970058
feature_extraction,gpt2,63365,16,2,8,1,65536,239.7694186
preprocessing,yolo,6284,128,2,4,3,32768,3.691100874
feature_extraction,principal_component_analysis (pca),18464,16,4,32,2,8192,34.67800541
inference,lightgbm,22001,16,1,16,1,32768,65.61167589
feature_extraction,yolo,7218,16,1,16,3,32768,16.39783145
evaluation,mobilenet,35970,32,1,8,1,16384,50.99260083
feature_extraction,resnet101,138956,64,5,4,2,8192,39.93463667
evaluation,gpt2,19771,64,1,8,2,65536,6.15006962
feature_extraction,bert-large,20314,64,4,32,1,16384,3.918073921
inference,gpt2,56660,32,1,8,3,32768,47.12669691
evaluation,resnet101,1741,64,5,16,3,8192,0.480804346
training,principal_component_analysis (pca),33712,16,5,16,2,32768,345.7964911
training,efficientnet,13202,32,4,16,1,32768,49.72433219
inference,k-means,5259,32,5,8,2,32768,3.797198812
inference,gpt2,64503,16,5,16,3,65536,169.3613425
feature_extraction,vgg16,32594,16,4,8,1,65536,117.8115173
preprocessing,lstm,35250,16,2,16,1,32768,24.18611081
feature_extraction,gpt2-medium,19529,16,5,4,3,16384,75.70583296
inference,xgboost,26507,16,1,4,2,8192,128.9049566
inference,k-nearest_neighbors (k-nn),5317,32,3,8,2,65536,3.615502473
inference,mobilenet,22010,64,5,8,2,32768,4.666339213
feature_extraction,logistic_regression,26046,32,2,4,2,32768,15.89274076
evaluation,resnet101,41422,16,2,16,2,32768,172.6876092
inference,naive_bayes,60493,16,5,8,1,65536,206.8768583
training,xgboost,17487,64,2,16,1,16384,7.205144109
inference,catboost,11233,32,2,16,1,16384,11.04099753
training,vit-base,4493,32,1,8,2,65536,4.282140437
evaluation,gpt2,3081,32,1,16,1,16384,4.062430734
inference,naive_bayes,11083,16,1,8,1,32768,36.32270344
training,polynomial_regression,39242,16,5,16,1,32768,566.1110539
training,gru,180926,32,3,8,1,32768,624.6149246
preprocessing,yolo,28274,16,1,32,3,16384,12.7435863
training,mobilenet,13195,32,5,4,2,16384,75.73360508
evaluation,k-nearest_neighbors (k-nn),51077,16,3,8,2,16384,191.611308
feature_extraction,mobilenet,11882,16,1,4,1,65536,41.33447474
training,vit-base,24147,16,1,16,1,32768,90.62174946
preprocessing,naive_bayes,204378,64,1,16,1,8192,106.850514
training,yolo,11803,128,3,16,4,65536,1.053650144
feature_extraction,bert-large,7382,128,2,4,2,32768,0.433171129
training,bert-large,7372,128,4,8,3,32768,1.655660072
preprocessing,vgg16,9187,128,3,32,1,65536,4.784511082
feature_extraction,resnet101,13816,32,3,8,1,32768,13.99362041
inference,vgg16,41081,16,5,8,4,32768,114.0587895
preprocessing,bert-large,17452,32,1,16,1,32768,10.31467854
evaluation,resnet101,20121,32,2,8,3,32768,20.08908495
feature_extraction,bert-large,38924,32,3,16,1,65536,32.42127739
inference,gru,112998,32,1,8,3,65536,94.78344058
inference,logistic_regression,11079,32,3,8,1,32768,9.532681291
preprocessing,naive_bayes,8327,16,1,16,1,16384,4.192901681
evaluation,lightgbm,13879,64,5,8,1,65536,4.020529866
inference,gpt2-medium,22108,16,1,8,1,32768,109.1449243
inference,naive_bayes,49451,16,5,8,2,16384,160.3026061
preprocessing,mobilenet,45659,128,1,8,1,8192,36.91824989
feature_extraction,gpt2,22983,16,1,16,2,16384,72.25551329
preprocessing,efficientnet,6678,32,2,16,2,32768,3.218767501
preprocessing,lstm,5012,32,1,8,1,16384,4.213960268
preprocessing,logistic_regression,6727,128,5,16,3,16384,1.954095294
evaluation,support_vector_machine (svm),5540,16,3,16,2,32768,15.72608581
feature_extraction,bert-large,45790,32,2,16,2,32768,33.91009545
inference,bert-large,5553,16,4,4,1,65536,34.22993086
evaluation,polynomial_regression,16806,16,2,8,3,16384,56.33461378
evaluation,gru,30105,32,4,8,2,16384,46.10696984
feature_extraction,efficientnet,12517,64,4,32,1,32768,2.41793308
preprocessing,lightgbm,56467,128,5,8,2,65536,26.74361441
preprocessing,bert-base,21391,16,2,8,4,16384,10.31981963
preprocessing,gpt2-medium,78945,64,2,4,2,8192,80.61760891
preprocessing,xgboost,33166,16,5,16,1,32768,15.99188049
training,lstm,108289,64,4,16,2,16384,106.9683407
training,xgboost,16100,16,4,16,2,16384,167.5152518
preprocessing,random_forest,23781,16,1,8,3,32768,9.668508486
training,catboost,31312,32,1,16,4,32768,12.91876708
inference,lstm,26898,32,4,16,3,32768,18.33093361
training,random_forest,3644,16,1,16,2,32768,9.117574002
preprocessing,yolo,19357,16,3,4,4,32768,10.52960886
preprocessing,vgg16,12795,16,2,8,2,32768,8.480278106
evaluation,logistic_regression,21805,64,5,4,3,16384,5.589663216
inference,support_vector_machine (svm),8299,64,1,8,2,65536,1.265811498
training,yolo,5850,32,5,32,1,65536,26.04239264
evaluation,random_forest,18148,32,5,8,3,65536,15.0389819
training,xgboost,27136,64,4,8,2,32768,23.9322977
inference,xgboost,8165,16,3,16,3,32768,17.44848657
preprocessing,bert-large,19421,128,5,8,2,32768,12.97533474
preprocessing,lstm,6614,64,3,16,3,16384,3.090048313
training,catboost,15107,32,5,32,1,16384,60.00930626
evaluation,gpt2,37335,32,3,8,4,16384,35.05651154
training,lightgbm,8163,32,3,8,2,32768,18.07974818
evaluation,vgg16,255355,16,1,16,1,32768,1171.250345
evaluation,gru,12763,16,3,16,3,32768,41.39629618
feature_extraction,principal_component_analysis (pca),22552,16,4,4,4,65536,38.95401654
training,k-nearest_neighbors (k-nn),5488,64,2,32,3,16384,1.114546041
inference,polynomial_regression,10037,16,1,16,1,32768,27.50949334
inference,linear_regression,61509,16,5,8,3,16384,153.7425468
training,mobilenet,18274,16,3,16,3,32768,123.9464182
evaluation,bert-base,9827,16,3,4,1,16384,76.25919528
training,xgboost,18263,64,5,16,1,32768,18.74419534
evaluation,yolo,29370,32,4,32,3,16384,24.06412209
preprocessing,vgg16,4406,16,1,8,1,16384,3.921969949
feature_extraction,resnet101,10862,16,2,4,1,32768,49.63496564
preprocessing,principal_component_analysis (pca),24480,16,3,8,4,16384,8.500772521
preprocessing,resnet50,41061,64,1,16,3,16384,19.19363735
preprocessing,k-means,90557,16,2,16,3,16384,28.80265799
feature_extraction,efficientnet,17435,16,5,8,1,16384,79.93671436
training,vgg16,184928,16,1,32,2,32768,528.7825468
evaluation,k-nearest_neighbors (k-nn),12765,64,2,8,2,8192,3.264594293
training,k-means,17221,64,1,4,3,16384,3.216362423
feature_extraction,mobilenet,108699,16,2,8,2,65536,303.4763468
training,support_vector_machine (svm),5852,16,2,8,1,16384,46.60189933
inference,resnet50,36160,32,1,16,2,65536,26.29382617
evaluation,resnet50,1778,16,1,4,1,65536,13.54920665
training,lightgbm,12970,32,5,8,4,32768,33.32639152
inference,naive_bayes,13155,128,2,8,2,8192,0.696363575
training,linear_regression,52848,64,3,16,1,32768,26.20744707
feature_extraction,mobilenet,15596,32,3,8,1,32768,12.47670264
preprocessing,gpt2-medium,5446,16,1,16,1,65536,3.397836803
preprocessing,k-means,158075,32,5,16,1,16384,76.86818193
inference,random_forest,91923,16,1,16,1,32768,271.0473315
feature_extraction,catboost,24724,64,1,16,3,32768,2.871717496
training,random_forest,7726,16,2,4,1,16384,80.40384562
inference,gpt2-medium,8981,16,1,16,2,16384,32.35619662
evaluation,gpt2,8180,16,1,16,2,65536,31.72176628
feature_extraction,k-nearest_neighbors (k-nn),21114,64,3,16,2,16384,2.588188137
inference,xgboost,69369,32,1,8,2,32768,57.60303077
training,logistic_regression,45696,16,3,16,1,65536,330.7902681
inference,support_vector_machine (svm),6342,64,2,8,2,65536,0.961848617
evaluation,gru,55102,32,5,8,2,32768,68.17182027
preprocessing,vit-base,16041,32,2,32,2,65536,7.285840671
evaluation,mobilenet,33993,16,1,4,2,32768,173.5265179
feature_extraction,gru,8797,16,2,16,4,16384,18.98140468
feature_extraction,mobilenet,20546,128,4,16,2,65536,0.644345425
evaluation,k-means,4618,16,5,16,2,16384,13.97625533
preprocessing,support_vector_machine (svm),18403,16,2,4,3,32768,8.391629827
preprocessing,resnet101,6153,32,1,16,3,32768,2.898317897
inference,resnet50,60837,32,1,4,2,8192,90.9961045
inference,mobilenet,6093,32,1,16,4,16384,2.771908761
inference,vgg16,22162,32,2,16,3,16384,16.20170159
training,bert-large,59985,16,2,16,1,65536,421.2452094
feature_extraction,k-means,39988,16,2,8,2,65536,86.44217079
inference,gru,11108,32,2,16,2,65536,8.802482315
training,random_forest,17910,16,1,16,1,16384,62.25703365
inference,efficientnet,4770,16,1,8,3,65536,15.68595997
training,naive_bayes,46405,32,1,16,1,32768,30.8775628
feature_extraction,lstm,13092,32,5,16,1,16384,12.53685024
feature_extraction,gru,20808,32,2,32,1,8192,19.27251144
preprocessing,logistic_regression,26269,16,1,8,1,16384,15.82928563
feature_extraction,catboost,16275,32,2,16,1,8192,12.55684534
training,xgboost,14545,64,5,4,1,16384,22.3186331
evaluation,naive_bayes,72648,16,5,16,1,16384,245.5641812
feature_extraction,bert-base,43890,32,1,16,1,8192,40.83071356
inference,linear_regression,25046,128,2,8,1,65536,1.2318816
inference,mobilenet,4586,32,1,4,2,16384,4.704013163
evaluation,lightgbm,35408,128,3,8,2,8192,2.998382734
evaluation,yolo,26593,32,5,8,1,32768,43.34631577
feature_extraction,k-means,14029,16,2,4,4,32768,26.06738947
preprocessing,lightgbm,68823,16,3,8,2,16384,40.92759074
evaluation,xgboost,83055,64,1,8,1,32768,26.61556133
feature_extraction,support_vector_machine (svm),26654,16,3,16,1,32768,62.51050862
feature_extraction,vit-base,19617,32,3,16,3,32768,11.78960498
evaluation,gpt2,25492,32,2,16,1,65536,32.89611672
inference,principal_component_analysis (pca),22560,16,2,8,1,32768,79.41328365
inference,k-nearest_neighbors (k-nn),17070,128,5,16,3,32768,0.461047905
preprocessing,lstm,12458,128,3,8,4,65536,4.993501673
inference,logistic_regression,21479,16,2,8,4,65536,37.26744602
training,resnet50,3912,32,3,16,1,32768,11.09117765
evaluation,gru,35800,128,2,4,3,32768,2.796479236
feature_extraction,vgg16,101706,32,1,16,3,65536,50.8194158
evaluation,random_forest,7776,16,5,16,1,8192,36.68267968
evaluation,gpt2-medium,23223,32,1,8,2,65536,28.07749939
preprocessing,catboost,20383,16,3,16,3,16384,7.664637826
feature_extraction,k-means,12949,16,1,8,2,32768,30.35446541
preprocessing,random_forest,4231,32,1,16,3,16384,1.514096103
preprocessing,bert-large,17022,64,5,4,1,32768,18.19590964
evaluation,logistic_regression,8801,32,4,8,3,32768,6.774779058
training,gpt2-medium,319855,16,2,8,4,16384,1998.022739
training,linear_regression,86610,16,1,8,3,16384,235.4789213
feature_extraction,bert-large,113508,16,1,16,2,32768,317.8169725
training,linear_regression,9990,16,4,8,1,32768,140.5017292
feature_extraction,k-nearest_neighbors (k-nn),10239,32,4,8,1,8192,9.150311923
preprocessing,xgboost,9140,16,1,8,4,32768,3.080673094
training,resnet50,78352,16,1,16,1,65536,293.5099029
preprocessing,vgg16,99250,32,5,8,2,32768,59.81131158
feature_extraction,resnet50,142857,16,5,8,3,16384,439.2168733
training,gpt2-medium,42829,16,2,16,2,65536,287.1207883
inference,k-means,4813,64,5,8,1,32768,1.057789155
training,lightgbm,9797,16,5,8,2,16384,189.2529798
inference,resnet50,6920,32,4,8,1,16384,10.63955784
evaluation,xgboost,20984,32,4,8,2,16384,22.60321509
inference,support_vector_machine (svm),29220,64,1,8,2,32768,4.78134858
training,vgg16,23383,16,1,8,3,32768,80.01888952
evaluation,vgg19,23873,32,4,16,2,16384,27.14687937
inference,yolo,43872,32,1,16,2,65536,30.64612599
feature_extraction,k-nearest_neighbors (k-nn),32224,128,3,8,3,16384,1.052960743
inference,k-means,27533,16,5,32,2,32768,51.00905198
evaluation,vit-base,12219,16,3,16,3,65536,39.6138191
preprocessing,lightgbm,37387,16,5,8,1,32768,23.57863212
preprocessing,lstm,23764,128,1,8,3,32768,13.5855712
training,logistic_regression,58948,32,1,4,2,16384,48.86706217
inference,bert-base,5447,64,3,16,1,16384,1.649830867
inference,logistic_regression,51648,16,3,16,2,32768,109.2010628
feature_extraction,yolo,6303,16,3,16,1,16384,22.62903924
inference,principal_component_analysis (pca),100587,32,1,16,2,32768,49.04846984
feature_extraction,mobilenet,6696,64,1,16,1,32768,1.158110403
training,principal_component_analysis (pca),63629,64,4,16,2,32768,31.6332574
training,naive_bayes,4042,32,5,8,4,32768,9.340055727
feature_extraction,random_forest,122742,32,1,8,3,16384,76.52521969
feature_extraction,naive_bayes,2675,16,2,16,1,32768,6.116524613
evaluation,lightgbm,19391,16,2,16,3,32768,47.60009321
feature_extraction,logistic_regression,19136,32,2,8,1,32768,13.41505367
evaluation,resnet50,9854,128,1,32,1,65536,0.583634578
preprocessing,mobilenet,45156,32,5,16,3,16384,16.06309361
training,k-nearest_neighbors (k-nn),318483,16,3,32,2,16384,2088.714719
evaluation,xgboost,9827,64,2,8,1,16384,3.512497792
evaluation,bert-base,19910,128,2,8,1,16384,2.136269723
evaluation,xgboost,21491,32,5,4,3,65536,20.39525793
preprocessing,xgboost,4280,64,4,8,1,32768,2.506859649
evaluation,catboost,16804,64,1,8,1,32768,5.514897166
preprocessing,random_forest,47630,64,5,16,1,65536,23.57663103
feature_extraction,resnet50,10631,32,5,16,1,32768,8.426229349
inference,vgg16,30033,128,2,8,1,32768,2.28035128
training,logistic_regression,17630,64,1,8,1,16384,4.206500723
feature_extraction,efficientnet,4365,16,1,8,1,32768,18.60895754
evaluation,bert-large,16321,64,1,8,2,16384,5.181609711
evaluation,resnet50,32179,64,1,16,1,65536,9.255757642
feature_extraction,logistic_regression,18396,32,2,8,4,32768,6.537495534
evaluation,random_forest,95055,16,2,16,2,32768,321.1663879
feature_extraction,resnet101,3224,64,5,16,1,65536,0.591347296
evaluation,yolo,40272,64,2,8,2,16384,13.61792317
inference,support_vector_machine (svm),28275,64,1,8,2,65536,4.76624364
preprocessing,mobilenet,11369,16,1,16,3,32768,3.801763148
inference,bert-large,46522,16,5,8,1,16384,275.0630462
evaluation,efficientnet,12743,32,5,8,2,16384,19.3028593
training,resnet101,3617,16,4,16,4,16384,35.92458416
inference,resnet101,30432,16,2,32,3,8192,79.74827042
training,k-means,6230,16,4,16,2,32768,56.32963708
inference,resnet50,24193,16,5,16,1,16384,107.8470538
preprocessing,vgg16,1950,32,2,8,4,32768,0.810646691
feature_extraction,gpt2-medium,10721,16,2,16,3,32768,22.24347923
preprocessing,polynomial_regression,38990,32,2,8,1,16384,25.11868442
evaluation,linear_regression,2277,64,1,4,1,32768,0.773097797
training,random_forest,5849,16,3,16,1,32768,56.425851
evaluation,xgboost,9219,32,4,32,2,16384,7.571189079
feature_extraction,naive_bayes,38498,128,5,8,1,16384,1.993650708
preprocessing,bert-large,6314,128,2,16,1,32768,3.697501476
inference,linear_regression,11738,32,4,16,1,32768,8.07460964
feature_extraction,lightgbm,9028,32,3,4,4,65536,4.503063776
feature_extraction,mobilenet,20793,64,5,8,1,32768,4.155816611
evaluation,yolo,61791,64,1,8,1,32768,25.89358534
evaluation,support_vector_machine (svm),11405,64,2,8,2,16384,2.719576658
evaluation,resnet50,159043,32,5,8,1,32768,275.7187504
evaluation,polynomial_regression,20496,16,1,16,2,32768,56.73990409
training,resnet101,20213,64,1,8,2,8192,5.656223132
evaluation,yolo,7410,16,1,8,4,16384,30.47354667
preprocessing,yolo,5754,32,3,8,1,16384,5.68656205
preprocessing,resnet101,4849,16,3,16,1,32768,3.297338556
inference,resnet50,23894,16,1,8,1,65536,117.0416425
evaluation,k-means,3579,128,3,16,3,32768,0.133097352
feature_extraction,catboost,29009,64,2,4,2,8192,7.078614016
inference,efficientnet,208598,128,5,16,2,65536,9.796633754
feature_extraction,naive_bayes,21400,128,1,32,2,65536,0.522024576
training,vgg19,522426,16,2,8,2,16384,4449.855448
preprocessing,bert-large,5283,16,3,32,2,32768,2.467337197
training,polynomial_regression,3928,16,5,16,2,32768,41.75558671
evaluation,gru,10559,128,1,4,3,8192,1.103676307
inference,lstm,52257,64,2,8,1,16384,18.50525903
preprocessing,mobilenet,167788,64,2,16,1,32768,87.63523903
evaluation,logistic_regression,74237,64,1,8,1,8192,21.8273704
inference,bert-base,21447,16,2,8,2,32768,81.70751413
preprocessing,k-means,7390,16,1,4,2,65536,3.849412888
feature_extraction,k-nearest_neighbors (k-nn),36305,16,5,8,1,32768,110.2225538
preprocessing,mobilenet,44491,64,2,8,1,32768,29.53288612
evaluation,yolo,11566,64,2,8,1,32768,4.216837424
feature_extraction,resnet50,4069,32,1,16,1,32768,3.530810944
feature_extraction,bert-large,28203,16,1,16,1,32768,104.0350985
preprocessing,vgg16,11325,32,2,16,1,32768,7.440422947
preprocessing,random_forest,6367,16,2,8,1,32768,4.199168847
evaluation,bert-base,125404,32,5,8,1,32768,191.7831536
preprocessing,mobilenet,40126,16,1,16,1,16384,22.39943703
training,gru,14475,32,2,8,2,32768,27.64310342
evaluation,k-means,148280,32,3,16,2,32768,97.59715954
inference,gru,30291,32,1,32,1,32768,24.91868843
evaluation,resnet50,91155,16,5,4,2,65536,564.2518439
feature_extraction,k-means,12496,32,3,16,2,16384,6.174740676
inference,lightgbm,11092,32,5,8,1,16384,12.05279262
training,linear_regression,16097,32,5,8,4,16384,41.34541234
preprocessing,k-means,122613,16,1,8,1,32768,61.76723535
evaluation,naive_bayes,28022,16,4,8,3,65536,71.55433203
preprocessing,naive_bayes,29007,16,3,16,2,16384,11.67732752
preprocessing,k-means,26506,16,5,8,2,16384,11.91129443
training,resnet101,39204,16,1,32,2,65536,96.25873643
evaluation,bert-large,9452,16,1,16,2,8192,48.39362281
evaluation,bert-large,69403,64,5,8,1,8192,36.48223212
inference,support_vector_machine (svm),54998,32,1,32,1,16384,38.2549522
inference,polynomial_regression,4969,32,2,8,4,8192,2.70596248
training,lightgbm,20666,16,2,8,3,16384,123.7414977
feature_extraction,xgboost,14377,16,1,4,1,8192,68.29495876
preprocessing,k-means,21187,16,1,16,1,16384,10.52958032
evaluation,bert-base,153210,16,3,8,1,32768,1053.448518
training,vgg16,7943,64,3,8,4,32768,4.182637908
inference,mobilenet,57759,16,3,8,3,65536,143.2359143
evaluation,xgboost,18425,16,1,8,2,16384,91.19750198
inference,bert-base,13801,16,5,16,3,8192,49.94306273
inference,bert-large,807,16,3,8,3,16384,3.232520731
feature_extraction,linear_regression,74900,64,1,16,1,16384,12.85483196
evaluation,lightgbm,2428,64,5,16,1,16384,0.684214451
preprocessing,k-means,5435,128,2,4,3,16384,2.378088872
training,random_forest,20905,16,1,16,2,32768,59.60073578
inference,bert-base,8415,16,1,8,1,32768,45.47055527
feature_extraction,random_forest,96180,16,5,16,4,65536,132.4035907
training,vgg19,6791,16,1,16,1,32768,26.57971777
feature_extraction,k-nearest_neighbors (k-nn),85065,16,1,16,2,65536,157.1834759
evaluation,random_forest,278371,64,1,4,2,32768,91.57082633
training,linear_regression,50062,16,1,16,4,16384,87.53408396
feature_extraction,gpt2,5506,16,1,16,1,32768,18.50974552
feature_extraction,logistic_regression,17574,16,1,16,4,16384,25.77027374
training,logistic_regression,22313,32,5,8,3,32768,60.98026482
evaluation,polynomial_regression,71407,16,5,16,1,32768,253.2490836
feature_extraction,yolo,10059,16,2,8,1,32768,40.21686653
